,clean_msg,target,char_count,word_count,digit_count,question_count,exclamation_count,dollar_count,cap_ratio,unique_words,repitition_factor,sentiment
259,tried contact reply offer video handset anytime network mind unlimited text camcorder reply call <num>,1,154,15,14,4,0,0,0.13636363636363635,14,1.0714285714285714,0.0
260,ism parked next mini coming today think,0,72,7,0,1,4,0,0.08333333333333333,7,1.0,0.0
261,yup,0,3,1,0,0,0,0,0.3333333333333333,1,1.0,0.0
262,anyway going shopping done yet dun disturb liao,0,85,8,0,0,0,0,0.03529411764705882,8,1.0,-0.4019
263,luton <num> ring around,0,51,4,10,0,1,0,0.5490196078431373,4,1.0,0.0
264,hey really horny want chat see naked text hot <num> text charged unsubscribe text stop <num>,1,121,16,13,0,0,0,0.01652892561983471,13,1.2307692307692308,-0.3446
265,dint come,0,26,2,0,0,0,0,0.07692307692307693,2,1.0,0.0
266,want plan trip sometime,0,35,4,0,0,0,0,0.05714285714285714,4,1.0,0.0772
267,sure yet still trying get hold,0,47,6,0,0,0,0,0.02127659574468085,6,1.0,0.3182
268,ringtone service changed free credit club<num>mobilescom choose content stop text club stop <num> <num>pwk club box<num> mkt cwt,1,159,18,19,1,3,0,0.12578616352201258,16,1.125,0.3612
269,eve download flash jealous,0,47,4,0,1,0,0,0.06382978723404255,4,1.0,-0.4588
270,ringtone club get single chart mobile week choose top quality ringtone message free charge,1,133,14,0,0,1,0,0.045112781954887216,13,1.0769230769230769,0.6249
271,come sorting narcotic situation,0,53,4,0,0,0,0,0.018867924528301886,4,1.0,0.0
272,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay,0,147,18,0,0,0,0,0.013605442176870748,17,1.0588235294117647,0.765
273,hmm bonus special pound genuine hmm voucher answer easy question play send hmm <num> infowww<num>percentrealcom,1,155,15,12,0,1,0,0.16774193548387098,13,1.1538461538461537,0.8885
274,guess might well take car,0,37,5,1,0,0,0,0.05405405405405406,5,1.0,0.2732
275,objection coming,0,31,2,0,0,0,0,0.06451612903225806,2,1.0,0.0
276,,0,8,0,0,0,0,0,0.125,0,,0.0
277,tell rob mack theatre,0,38,4,0,0,0,0,0.02631578947368421,4,1.0,-0.5574
278,awesome see bit,0,30,3,0,0,0,0,0.06666666666666667,3,1.0,0.6249
279,sent type food like,0,47,4,0,1,0,0,0.0425531914893617,4,1.0,0.3612
280,done handed celebration full swing yet,0,56,6,0,3,0,0,0.05357142857142857,6,1.0,0.0
281,got called tool,0,22,3,0,1,0,0,0.045454545454545456,3,1.0,0.0
282,wen miss someone person definitely special person special miss keepintouch give,0,143,11,0,0,0,0,0.02097902097902098,8,1.375,0.7096
283,asked money far,0,29,3,0,0,0,0,0.06896551724137931,3,1.0,0.0
284,okie,0,7,1,0,0,0,0,0.14285714285714285,1,1.0,0.0
285,yeah think usual guy still passed last night get hold anybody let know throw,0,121,14,0,0,0,0,0.024793388429752067,14,1.0,0.296
286,might come tonight class let early,0,58,6,0,0,0,0,0.034482758620689655,6,1.0,0.0
287,,0,4,0,0,0,0,0,0.25,0,,0.0
288,baby cruising girl friend give call hour home alright one one love jenny xxx,0,148,14,1,1,0,0,0.0,13,1.0769230769230769,0.8555
289,life mean lot love life love people life world call friend call world,0,160,13,0,0,0,0,0.0625,8,1.625,0.9118
290,marshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee rash halibut good one real sense,0,152,15,0,0,0,0,0.006578947368421052,15,1.0,0.0516
291,hey told name gotham,0,37,4,0,1,0,0,0.02702702702702703,4,1.0,0.0
292,found feel stupid cam working,0,55,5,0,1,0,0,0.03636363636363636,5,1.0,-0.5267
293,oops got bit,0,21,3,1,0,0,0,0.047619047619047616,3,1.0,0.0
294,much buy,0,22,2,0,0,0,0,0.045454545454545456,2,1.0,0.0
295,accidentally deleted message resend please,0,50,5,0,0,0,0,0.04,5,1.0,-0.0258
296,mobile customer may claim free camera phone upgrade pay sim card loyalty call <num> <num>offer end <num>thfebtc apply,1,159,18,13,0,0,0,0.13836477987421383,18,1.0,0.7506
297,unless situation girl would appropriate,0,67,5,0,0,0,0,0.14925373134328357,5,1.0,0.0
298,hurt tease make cry end life die ply keep one rose grave say stupid miss nice day bill,0,153,18,0,0,0,0,0.2222222222222222,18,1.0,-0.9477
299,cant pick phone right plus send message,0,51,7,0,0,0,0,0.0392156862745098,7,1.0,0.0
300,need coffee run tomocannot believe time week already,0,67,8,0,1,0,0,0.029850746268656716,8,1.0,0.0
301,awesome remember last time got somebody high first time diesel,0,88,10,0,0,0,0,0.03409090909090909,9,1.1111111111111112,0.6249
302,shit really shocking scary cant imagine second def night think somewhere could crash night save taxi,0,157,16,0,1,0,0,0.01910828025477707,15,1.0666666666666667,-0.8615
303,way food fridge want meal tonight,0,90,6,0,1,1,0,0.022222222222222223,6,1.0,0.0772
304,wonderful actor,0,24,2,0,0,0,0,0.041666666666666664,2,1.0,0.5719
305,sims blind date road aberdeen united kingdom check helping sims acwicmb<num>cktz<num>r<num> blind date send hide,1,146,15,8,0,2,0,0.13013698630136986,12,1.25,-0.2732
306,yup rem think book,0,56,4,0,0,0,0,0.05357142857142857,4,1.0,0.0
307,jos ask want meet,0,26,4,0,1,0,0,0.038461538461538464,4,1.0,0.0772
308,low yes friendship hanging thread cause buy stuff,0,71,8,0,0,0,0,0.028169014084507043,8,1.0,0.5423
309,check newest selection content game tone gossip babe sport keep mobile fit funky text <num>,1,138,15,5,0,0,0,0.07246376811594203,15,1.0,0.1027
310,garage key bookshelf,0,55,3,0,1,0,0,0.03636363636363636,3,1.0,0.0
311,today accept day accept brother sister lover dear best close lvblefrnd stand catered lifpartnr beloved sweetheart stand reply mean enemy,0,156,20,3,1,0,0,0.16666666666666666,18,1.1111111111111112,0.9633
312,think smart win £<num> week weekly quiz text play <num> note winnersclub box luz gbp<num>week,1,133,15,18,1,1,1,0.15789473684210525,15,1.0,0.836
313,say give call friend got money definitely buying end week,0,119,10,0,0,0,0,0.008403361344537815,10,1.0,0.7096
314,way day normal mathis real unique hope know rest life hope find wot lost,0,142,14,2,0,0,0,0.04929577464788732,13,1.0769230769230769,0.5423
315,made day great day,0,41,4,0,0,0,0,0.04878048780487805,3,1.3333333333333333,0.6249
316,advance happy portal,0,26,3,0,0,0,0,0.038461538461538464,3,1.0,0.5719
317,hmm guess kab power yoga hama dunno power yoga got forgot liao,0,119,12,1,0,0,0,0.03361344537815126,10,1.2,0.0
318,really dude friend afraid,0,46,4,0,0,0,0,0.021739130434782608,4,1.0,0.539
319,december mobile month entitled update latest colour camera mobile free call mobile update free <num>,1,157,15,13,1,2,0,0.08280254777070063,11,1.3636363636363635,0.8271
320,coffee cake guess,0,23,3,0,0,0,0,0.043478260869565216,3,1.0,0.0
321,merry christmas babe love kiss,0,51,5,0,0,0,0,0.0392156862745098,5,1.0,0.8885
322,hey done watch men lunch hama,0,61,6,0,0,0,0,0.04918032786885246,6,1.0,0.0
323,cud tell pal gone bit bus past full still waiting pete,0,107,11,4,0,0,0,0.009345794392523364,11,1.0,0.0
324,would great guild could meet bristol road somewhere get touch weekend plan take flight good week,0,157,16,0,0,1,0,0.044585987261146494,16,1.0,0.7906
325,problem,0,30,1,0,1,0,0,0.06666666666666667,1,1.0,-0.4019
326,callsmessagesmissed call,0,32,2,0,0,0,0,0.03125,2,1.0,0.0
327,dhow today class,0,31,3,0,1,0,0,0.03225806451612903,3,1.0,0.0
328,would say good sign well know track record reading woman,0,79,10,0,0,0,0,0.012658227848101266,10,1.0,0.6124
329,cool text parked,0,32,3,0,0,0,0,0.03125,3,1.0,0.3182
330,reading text sent meant joke read light,0,86,7,0,0,0,0,0.03488372093023256,7,1.0,0.296
331,kakapo good movie,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.4404
332,maybe could get book return immediately something,0,76,7,0,1,0,0,0.02631578947368421,7,1.0,0.0
333,call germany penny per minute call fixed line via access number <num> prepayment direct access,1,128,15,12,0,2,0,0.0390625,13,1.1538461538461537,0.0772
334,chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor,0,232,16,0,0,0,0,0.017241379310344827,16,1.0,-0.296
335,valentine day special win £<num> quiz take partner trip lifetime send <num> <num>pmsg rcd custcare<num>,1,158,15,23,0,2,1,0.056962025316455694,15,1.0,0.7579
336,tadaaaaa home babe still,0,45,4,0,1,1,0,0.06666666666666667,4,1.0,0.0
337,cool come wined dined,0,57,4,0,1,0,0,0.03508771929824561,4,1.0,0.3182
338,sleeping surfing,0,26,2,0,0,0,0,0.038461538461538464,2,1.0,0.0
339,sorry call later,0,22,3,0,0,0,0,0.09090909090909091,3,1.0,-0.0772
340,calling right call hand phone,0,41,5,0,1,0,0,0.04878048780487805,5,1.0,0.4939
341,great lot,0,28,2,0,0,0,0,0.03571428571428571,2,1.0,0.6249
342,take post come must <num> text happy reading one win hello caroline end favourite bless,0,151,15,4,0,2,0,0.033112582781456956,15,1.0,0.8834
343,hiding stranger,0,29,2,0,1,0,0,0.034482758620689655,2,1.0,-0.296
344,interested like,0,34,2,0,0,0,0,0.029411764705882353,2,1.0,0.6369
345,sister cleared two round birls soft yesterday,0,52,7,0,0,0,0,0.019230769230769232,7,1.0,0.1027
346,gudnitetcpractice going,0,33,2,0,0,0,0,0.030303030303030304,2,1.0,0.0
347,dis niue jus saw mail case humming sent cum dis cum,0,85,11,0,0,0,0,0.047058823529411764,9,1.2222222222222223,0.0
348,one small prestige problem,0,31,4,0,0,0,0,0.03225806451612903,4,1.0,-0.4019
349,fancy shag interested sextextukcom text xxx suzy <num> tit cost per mag tic website,1,111,14,8,2,0,0,0.13513513513513514,14,1.0,0.4019
350,checking really miss seeing jeremiah great month,0,78,7,0,0,0,0,0.05128205128205128,7,1.0,0.4951
351,nah cannot help never iphone,0,50,5,0,0,0,0,0.04,5,1.0,-0.3935
352,car hour half going permit,0,63,5,0,0,0,0,0.031746031746031744,5,1.0,0.0
353,today sorry day ever angry ever misbehaved hurt ply ply slap ourself coz fault basically good,0,148,16,0,1,1,0,0.1891891891891892,14,1.1428571428571428,-0.8316
354,guy ever figure much need alcohol jay trying figure much safely spend weed,0,129,13,0,1,0,0,0.023255813953488372,11,1.1818181818181819,0.4939
355,list minute minute ago whf,0,45,5,1,0,0,0,0.5777777777777777,4,1.25,0.0
356,thank callingforgot say happy nam iii fine remembered met insurance personnel qatar india allahrakhesh sex data big joined tisscotayseer,0,202,19,0,0,0,0,0.1188118811881188,19,1.0,0.7906
357,congratulation awarded voucher gift guaranteed free entry wkly draw text music <num> tic wwwldewcom<num>win<num>ppmx<num>age<num>,1,150,14,22,0,0,0,0.08,14,1.0,0.9153
358,casablanca currently pound maximize cashing send cash <num> <num>pmsg <num> hgsuite<num>lands roww<num>j<num>hl,1,148,12,28,0,0,0,0.10810810810810811,11,1.0909090909090908,0.0
359,actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday,0,168,16,0,0,0,0,0.05952380952380952,12,1.3333333333333333,0.0
360,hello got andrew long way cold keep posted,0,85,8,0,0,2,0,0.047058823529411764,8,1.0,0.0
361,cool cool chick chikkudb,0,38,4,0,0,0,0,0.07894736842105263,3,1.3333333333333333,0.5574
362,prob,0,15,1,0,0,0,0,0.06666666666666667,1,1.0,0.0
363,check audrey status right,0,31,4,0,0,0,0,0.03225806451612903,4,1.0,0.0
364,busy trying finish new year looking forward finally meeting,0,88,9,0,0,0,0,0.03409090909090909,9,1.0,0.0
365,good afternoon sunshine dawn day refreshed happy alive breathe air smile think love always,0,160,14,0,3,1,0,0.0375,14,1.0,0.959
366,well know take care worry,0,50,5,0,0,0,0,0.06,5,1.0,0.34
367,updated xmas offer latest motorola sonyericsson nokia free bluetooth double mind <num> text orange call mobileupd<num> <num> call<num>optoutf<num>q,1,165,18,18,0,2,0,0.1393939393939394,17,1.0588235294117647,0.5106
368,discount code rp<num> stop message reply stop wwwregalportfoliocouk customer service <num>,1,129,11,17,0,0,0,0.046511627906976744,10,1.1,-0.5267
369,wat uniform get,0,26,3,0,2,0,0,0.07692307692307693,3,1.0,0.0
370,cool text ready,0,31,3,0,0,0,0,0.03225806451612903,3,1.0,0.5859
371,hello boston goose miss already woke wish bed cuddling love,0,129,10,0,0,0,0,0.046511627906976744,10,1.0,0.743
372,spoil bed well,0,34,3,0,0,0,0,0.029411764705882353,3,1.0,0.2732
373,going bath mag next list min,0,54,6,0,0,0,0,0.018518518518518517,6,1.0,0.0
374,cant keep talking people sure pay agree price plus tell want really buy much willing pay,0,162,16,0,0,0,0,0.012345679012345678,15,1.0666666666666667,0.5106
375,thanks ringtone order reference charged gap per week unsubscribe anytime calling customer service <num>,1,157,14,14,0,0,0,0.06369426751592357,14,1.0,0.2732
376,say happen,0,23,2,0,0,0,0,0.043478260869565216,2,1.0,0.0
377,could seen recognise face,0,53,4,0,0,0,0,0.03773584905660377,4,1.0,0.0
378,well lot thing happening lindsay new year sigh bar blue heron something going,0,131,13,0,0,0,0,0.03816793893129771,13,1.0,0.3182
379,keep paypal ring brings,0,36,4,0,0,0,0,0.027777777777777776,4,1.0,0.0
380,taught faith sir called sims like verifying project arab told today done mistake,0,143,13,0,0,0,0,0.03496503496503497,13,1.0,0.4404
381,guess worried must know way body repair quite sure worry take slow first test guide ovulation relax nothing said reason worry ill keep following,0,300,24,0,0,0,0,0.02,23,1.0434782608695652,-0.7063
382,yeah sure give couple minute track wallet,0,59,7,0,0,0,0,0.01694915254237288,7,1.0,0.5423
383,hey leave big deal take care,0,42,6,0,0,0,0,0.023809523809523808,6,1.0,0.4588
384,hey late meet,0,41,3,3,0,0,0,0.04878048780487805,3,1.0,0.0
385,double mind tit month free bluetooth orange available sony nokia motorola phone call mobileupd<num> <num> call<num>optoutn<num>dx,1,149,16,16,0,0,0,0.11409395973154363,16,1.0,0.5106
386,took owl lick,0,22,3,1,0,0,0,0.09090909090909091,3,1.0,0.0
387,customer place call,0,31,3,0,0,0,0,0.03225806451612903,3,1.0,0.0
388,time done like fun,0,30,4,0,0,0,0,0.03333333333333333,4,1.0,0.7003
389,path half price orange line rental latest camera phone free phone month call mobilesdirect free <num> update or<num>stoptxt,1,155,18,16,1,1,0,0.05806451612903226,16,1.125,0.765
390,yup lunch buffet eat already,0,47,5,0,1,0,0,0.0425531914893617,5,1.0,0.0
391,huh late dinner,0,25,3,0,1,0,0,0.08,3,1.0,0.0
392,hey sat going intro pilate kickboxing,0,79,6,0,2,0,0,0.02531645569620253,6,1.0,0.0
393,morning,0,22,1,0,0,0,0,0.045454545454545456,1,1.0,0.0
394,yes think office lap room think last day didst shut,0,115,10,0,0,0,0,0.02608695652173913,9,1.1111111111111112,0.4019
395,pick bout wish time going,0,56,5,3,2,0,0,0.03571428571428571,5,1.0,0.4019
396,performance award calculated every two content current one month period,0,102,10,0,0,0,0,0.0196078431372549,10,1.0,0.5423
397,actually sleeping still might call back text gre rock send text wen wake,0,118,13,1,0,0,0,0.03389830508474576,12,1.0833333333333333,0.0
398,always putting business put picture facebook one open people ever met would think picture room would hurt make feel violated,0,221,20,0,0,0,0,0.01809954751131222,18,1.1111111111111112,-0.7783
399,good evening sir salem wahleykkumsharing happy newsboy grace god got offer tayseertissco joinedhope fineinshah allotment sometimerakheshvisitor india,0,204,17,0,0,0,0,0.09313725490196079,17,1.0,0.8885
400,hmmmkbut want change field quickly day wanna get system administrator network administrator,0,114,12,0,0,0,0,0.008771929824561403,11,1.0909090909090908,0.0772
401,free ringtone text first <num> poly text get <num> true tone help <num> <num> free tone <num>x£<num>pw end text stop,1,156,20,28,1,1,2,0.1346153846153846,13,1.5384615384615385,0.872
402,dear chichi talk,0,39,3,0,0,0,0,0.05128205128205128,3,1.0,0.3818
403,hair cream shipped,0,36,3,0,0,0,0,0.027777777777777776,3,1.0,0.0
404,none happening til get though,0,48,5,0,0,0,0,0.020833333333333332,5,1.0,0.0
405,yep great loxahatchee xmas tree burning list start hour,0,77,9,0,0,0,0,0.012987012987012988,9,1.0,0.743
406,hama get used driving man know lot stoner,0,60,8,0,0,0,0,0.03333333333333333,8,1.0,0.0
407,well slightly disastrous class fax darling hope day coffee old good cannot stay late tomorrow time place always,0,168,18,0,1,1,0,0.023809523809523808,18,1.0,0.796
408,hello good week fancy drink something later,0,51,7,0,2,1,0,0.058823529411764705,7,1.0,0.4404
409,heading towards housetop,0,22,3,0,0,0,0,0.045454545454545456,3,1.0,0.0
410,message text missing sendername missing number missing senate missing missing lot everything missing sent via fullonsmscom,0,152,16,0,0,0,0,0.06578947368421052,11,1.4545454545454546,-0.872
411,come room point iron plan weekend,0,75,6,0,0,0,0,0.013333333333333334,6,1.0,0.0
412,want thing,0,30,2,0,0,0,0,0.03333333333333333,2,1.0,0.0772
413,sky jim skip ard cine den art one blah blah blah,0,94,11,0,0,0,0,0.031914893617021274,9,1.2222222222222223,-0.296
414,bring home wendy,0,24,3,0,0,0,0,0.125,3,1.0,0.0
415,dating service call <num> box<num>sk<num>ch,1,49,5,19,0,0,0,0.0,5,1.0,0.0
416,whats done want sleep,0,35,4,0,0,0,0,0.05714285714285714,4,1.0,0.0772
417,alright new goal,0,29,3,0,0,0,0,0.034482758620689655,3,1.0,0.25
418,free entry £<num> weekly competition text word win <num> wwwtxttowincouk,1,106,10,10,0,0,1,0.11320754716981132,10,1.0,0.7964
419,alright head minute text meet,0,66,5,0,0,0,0,0.030303030303030304,5,1.0,0.25
420,send logo lover name joined heart text love name name mono leg love adam eve <num> <num> yahoo pobox<num>w<num>wq toto,1,159,20,31,0,1,0,0.25157232704402516,16,1.25,0.9217
421,last week taking live call,0,48,5,0,0,0,0,0.020833333333333332,5,1.0,0.0
422,someone contacted dating service entered phone fancy find call landline <num> pobox<num>n<num>tf<num>p,1,162,12,19,0,1,0,0.024691358024691357,12,1.0,0.0
423,siva hostel aha,0,24,3,0,0,0,0,0.041666666666666664,3,1.0,0.0
424,urgent mobile number awarded £<num> prize guaranteed call <num> land line claim <num> valid,1,136,14,21,0,1,1,0.15441176470588236,13,1.0769230769230769,0.7964
425,send friend receive something voice speaking expression childish naughty sentiment rowdy full attitude romantic shy attractive funny list irritating list lovable reply,0,248,22,9,1,0,0,0.016129032258064516,21,1.0476190476190477,0.8591
426,guess,0,25,1,0,0,0,0,0.12,1,1.0,0.0
427,aathiwhere dear,0,27,2,0,0,0,0,0.0,2,1.0,0.3818
